,link,label
26,https://demagog.org.pl/fake_news/9-mld-euro-dla-ukraincow-z-polskiego-budzetu-fake-news/,Fake news
27,https://demagog.org.pl/wypowiedzi/inflacja-zmusza-do-oszczedzania-z-czego-rezygnuja-polacy/,Prawda
28,https://demagog.org.pl/wypowiedzi/dochody-budzetu-panstwa-po-6-latach-rzadu-pis-jak-sie-zmienialy/,Manipulacja
29,https://demagog.org.pl/fake_news/polska-ma-wiekszy-dlug-niz-grecja-podczas-kryzysu-fake-news/,Fake news
30,https://demagog.org.pl/wypowiedzi/jak-zmienily-sie-wydatki-na-obronnosc-miedzy-2015-a-2021-rokiem/,Częściowy fałsz
31,https://demagog.org.pl/wypowiedzi/inflacja-w-polsce-i-w-strefie-euro-gdzie-byla-wyzsza-w-maju/,Manipulacja
32,https://demagog.org.pl/fake_news/imponujace-wygrane-w-kasynie-uwazaj-na-wysokie-kary-finansowe/,Fake news
33,https://demagog.org.pl/wypowiedzi/jaki-jest-poziom-inflacji-bazowej-w-polsce/,Prawda
34,https://demagog.org.pl/fake_news/wielotysieczne-wygrane-w-kasynie-online-uwaga-na-oszustow/,Fake news
35,https://demagog.org.pl/wypowiedzi/glosowanie-nad-funduszem-odbudowy-kto-nie-chcial-unijnych-pieniedzy/,Prawda
36,https://demagog.org.pl/wypowiedzi/zadluzenie-w-stosunku-do-pkb-w-2021-roku-wzroslo-czy-zmalalo/,Prawda
37,https://demagog.org.pl/wypowiedzi/dochody-panstwa-w-2021-roku-wyniosly-prawie-500-mld-zl/,Prawda
38,https://demagog.org.pl/fake_news/norwegia-wstrzymuje-pieniadze-dla-polski-ministerstwo-zaprzecza/,Fake news
39,https://demagog.org.pl/wypowiedzi/podatek-od-nadmiarowych-zyskow-z-ropy-i-gazu-co-na-to-ue/,Manipulacja
40,https://demagog.org.pl/wypowiedzi/fundusze-norweskie-dla-polski-jak-wspiera-nas-norwegia/,Prawda
41,https://demagog.org.pl/fake_news/chleb-na-kromki-to-efekt-inflacji-to-fake-news/,Fake news
42,https://demagog.org.pl/wypowiedzi/czy-nbp-jako-jedyny-udostepnil-linie-swapowa-ukrainie/,Prawda
43,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-kursy-euro-i-dolara-w-ciagu-ostatnich-dwoch-lat/,Fałsz
44,https://demagog.org.pl/wypowiedzi/ile-zlota-posiada-nbp-w-ostatnich-latach-jego-ilosc-wzrosla/,Prawda
45,https://demagog.org.pl/wypowiedzi/glapinski-ponownie-prezesem-nbp-polacy-byli-przeciwko/,Prawda
46,https://demagog.org.pl/wypowiedzi/polskie-rezerwy-debetowe-jak-wygladaly-w-ciagu-ostatnich-dwoch-dekad/,Manipulacja
47,https://demagog.org.pl/wypowiedzi/wysoka-pensja-prezesa-nbp-ile-w-2021-roku-zarobil-adam-glapinski/,Prawda
48,https://demagog.org.pl/wypowiedzi/premier-zapowiadal-deflacje-to-wypowiedz-sprzed-dwoch-lat/,Manipulacja
49,https://demagog.org.pl/fake_news/rosja-zniszczyla-dolara-i-powiazala-rubla-ze-zlotem-fake-news/,Fake news
50,https://demagog.org.pl/wypowiedzi/praca-szefa-nbp-doceniona-prezydent-duda-uhonorowal-glapinskiego/,Prawda
51,https://demagog.org.pl/wypowiedzi/polski-sektor-bankowy-w-czyich-rekach-sie-znajduje/,Prawda
52,https://demagog.org.pl/wypowiedzi/sektor-bankowy-w-pierwszych-miesiacach-2022-roku-jakie-notuje-zyski/,Prawda
53,https://demagog.org.pl/fake_news/komenda-glowna-policji-i-polska-to-prywatne-firmy-fake-news/,Fake news
54,https://demagog.org.pl/wypowiedzi/nbp-osiagnal-11-mld-zl-zysku-w-2021-roku-jak-bylo-w-poprzednich-latach/,Prawda
55,https://demagog.org.pl/wypowiedzi/74-grosze-o-tyle-wzrosly-wynagrodzenia-urzednikow-za-rzadow-po-psl/,Fałsz
56,https://demagog.org.pl/wypowiedzi/platforma-poparla-balcerowicza-na-szefa-nbp-to-niemozliwe/,Manipulacja
57,https://demagog.org.pl/wypowiedzi/banki-w-rosji-aktywa-4-najwiekszych-stanowia-55-proc-rynku/,Prawda
58,https://demagog.org.pl/fake_news/srednie-zarobki-w-polsce-to-814-euro-brutto-stare-dane-z-2012-roku/,Fake news
59,https://demagog.org.pl/wypowiedzi/ile-zlotych-przeznaczamy-na-wsparcie-psychologiczne-dzieci-i-mlodziezy/,Manipulacja
60,https://demagog.org.pl/wypowiedzi/klin-podatkowy-w-polsce-na-tle-panstw-europejskich/,Fałsz
61,https://demagog.org.pl/fake_news/poslanka-nowej-lewicy-oglasza-polskiwal-fake-news/,Fake news
62,https://demagog.org.pl/wypowiedzi/wynagrodzenia-polakow-mediana-zarobkow-nizsza-od-sredniej-o-700-zl/,Nieweryfikowalne
63,https://demagog.org.pl/wypowiedzi/o-ile-wzrastaly-dochody-budzetowe-za-rzadow-po-a-ile-za-pis/,Fałsz
64,https://demagog.org.pl/wypowiedzi/czternastka-na-stale-sprawdzamy-co-mowil-jaroslaw-kaczynski/,Prawda
65,https://demagog.org.pl/wypowiedzi/jak-ksztaltowaly-sie-ceny-przed-przejeciem-wladzy-przez-pis/,Prawda
66,https://demagog.org.pl/wypowiedzi/stopy-procentowe-ktore-panstwa-podniosly-je-przed-polska/,Prawda
67,https://demagog.org.pl/analizy_i_raporty/nierzetelne-zarzadzanie-finansami-nik-o-funduszu-sprawiedliwosci/,Analiza
68,https://demagog.org.pl/wypowiedzi/czy-inflacja-w-polsce-jest-najwyzsza-w-unii-europejskiej/,Manipulacja
69,https://demagog.org.pl/wypowiedzi/czy-wzrost-wynagrodzen-sprawia-ze-inflacja-jest-mniej-odczuwalna/,Manipulacja
70,https://demagog.org.pl/wypowiedzi/czy-podwyzka-cen-paliw-w-polsce-jest-jedna-z-najwyzszych-w-europie/,Prawda
71,https://demagog.org.pl/analizy_i_raporty/ranking-global-finance-sprawdzamy-o-co-chodzi-z-krytyka-glapinskiego/,Analiza
72,https://demagog.org.pl/wypowiedzi/ile-pieniedzy-zapewnia-panstwu-instytucja-konfiskaty-rozszerzonej/,Nieweryfikowalne
73,https://demagog.org.pl/wypowiedzi/jak-wysokie-sa-dzis-inwestycje-spolek-skarbu-panstwa/,Nieweryfikowalne
74,https://demagog.org.pl/analizy_i_raporty/nik-przeprowadzila-kontrole-w-tvp-jakie-nieprawidlowosci-wykazano/,Analiza
75,https://demagog.org.pl/wypowiedzi/ile-paliwa-za-srednia-pensje-mozna-bylo-kupic-w-2011-roku-a-ile-obecnie/,Prawda
76,https://demagog.org.pl/wypowiedzi/o-ile-wzroslo-zadluzenie-polski-w-ciagu-ostatnich-szesciu-lat/,Fałsz
77,https://demagog.org.pl/fake_news/nie-rzekomy-kanadyjski-plan-nie-przewidzial-wzrostu-cen/,Fake news
78,https://demagog.org.pl/wypowiedzi/czy-kontrola-nik-wykazala-wzrost-zadluzenia-o-290-mld-zl/,Prawda
79,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-wydatki-na-kancelarie-prezesa-rady-ministrow/,Prawda
80,https://demagog.org.pl/wypowiedzi/jak-wielu-polakow-przekracza-drugi-prog-podatkowy/,Nieweryfikowalne
81,https://demagog.org.pl/wypowiedzi/na-co-moga-byc-przeznaczane-pieniadze-z-funduszu-sprawiedliwosci/,Prawda
82,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-sciagalnosc-alimentow-za-czasow-ministra-ziobry/,Nieweryfikowalne
83,https://demagog.org.pl/wypowiedzi/ile-bochenkow-chleba-mozna-bylo-kupic-za-srednie-wynagrodzenie-w-2015-roku-i-obecnie/,Fałsz
84,https://demagog.org.pl/wypowiedzi/czy-polacy-sadza-ze-straca-na-reformach-podatkowych-polskiego-ladu/,Prawda
85,https://demagog.org.pl/fake_news/rothschildowie-rzadza-calym-swiatem-fake-news/,Fake news
86,https://demagog.org.pl/wypowiedzi/jak-w-ostatnich-latach-wzrosly-wydatki-na-ratownictwo-medyczne/,Prawda
87,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-naklady-na-sluzbe-zdrowia-za-rzadow-pis/,Manipulacja
88,https://demagog.org.pl/wypowiedzi/czy-w-czasie-pandemii-zdarzaja-sie-odmowy-przyjecia-platnosci-gotowka/,Prawda
89,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-kwota-wolna-od-podatku-za-rzadu-po-psl/,Prawda
90,https://demagog.org.pl/wypowiedzi/co-mowia-sondaze-na-temat-opinii-polakow-o-podwyzkach-dla-politykow/,Manipulacja
91,https://demagog.org.pl/wypowiedzi/jaki-odsetek-ukaranych-kierowcow-uchyla-sie-od-placenia-mandatow/,Prawda
92,https://demagog.org.pl/wypowiedzi/jaki-jest-stosunek-polakow-do-panstwa-swieckiego/,Nieweryfikowalne
93,https://demagog.org.pl/wypowiedzi/czy-wysokosc-uposazenia-poselskiego-nie-zmienila-sie-od-23-lat/,Manipulacja
94,https://demagog.org.pl/fake_news/pierwsza-dama-otrzyma-pensje-w-wysokosci-18-tys-zlotych-fake-news/,Fake news
95,https://demagog.org.pl/wypowiedzi/ile-lotow-poselskich-mialo-miejsce-w-obecnej-kadencji-sejmu/,Prawda
96,https://demagog.org.pl/wypowiedzi/jak-glosowali-poslowie-konfederacji-w-sprawie-podwyzek-dla-poslow/,Prawda
97,https://demagog.org.pl/wypowiedzi/ile-stron-ma-projekt-planowanych-reform-podatku-dochodowego/,Prawda
98,https://demagog.org.pl/analizy_i_raporty/co-wykazala-nik-w-analizie-wykonania-budzetu-panstwa-w-2020-roku/,Analiza
99,https://demagog.org.pl/wypowiedzi/czy-za-rzadow-platformy-obywatelskiej-ministrowie-dostawali-nagrody/,Manipulacja
100,https://demagog.org.pl/wypowiedzi/czy-za-rzadow-koalicji-po-psl-paliwo-bylo-drozsze-niz-obecnie/,Fałsz
101,https://demagog.org.pl/wypowiedzi/jaka-kwote-otrzymaly-organizacje-pozytku-publicznego-w-2020-roku/,Prawda
102,https://demagog.org.pl/wypowiedzi/jaka-czesc-pkb-wytwarzaja-w-polsce-male-i-srednie-firmy/,Fałsz
103,https://demagog.org.pl/analizy_i_raporty/naklady-na-dzialalnosc-badawczo-rozwojowa-sprawdzamy-dane-gus/,Artykuł
104,https://demagog.org.pl/wypowiedzi/jaki-wzrost-cen-napojow-gazowanych-spowodowal-podatek-cukrowy/,Prawda
105,https://demagog.org.pl/wypowiedzi/ile-pieniedzy-panstwowych-trafilo-do-instytucji-zwiazanych-z-o-tadeuszem-rydzykiem/,Prawda
106,https://demagog.org.pl/analizy_i_raporty/raport-oecd-prognoza-sytuacji-gospodarczej-w-polsce/,Artykuł
107,https://demagog.org.pl/wypowiedzi/jaki-odsetek-wplywow-z-pit-trafia-do-samorzadow/,Manipulacja
108,https://demagog.org.pl/wypowiedzi/czy-6-lat-temu-polacy-zarabiali-4-5-zlotych-za-godzine/,Nieweryfikowalne
109,https://demagog.org.pl/wypowiedzi/czy-samorzady-odnotowaly-w-2020-roku-spadek-nadwyzki-budzetowej/,Fałsz
110,https://demagog.org.pl/wypowiedzi/czy-wzrost-przecietnej-placy-za-rzadow-pis-byl-najwyzszy-w-historii/,Fałsz
111,https://demagog.org.pl/wypowiedzi/czy-pulap-kwoty-wolnej-od-podatku-bedzie-wyzszy-niz-w-panstwach-ue/,Manipulacja
112,https://demagog.org.pl/wypowiedzi/czy-w-2015-roku-samorzady-mogly-liczyc-na-wsparcie-tylko-ze-schetynowek/,Fałsz
113,https://demagog.org.pl/wypowiedzi/jaka-kwote-rzeszow-przeznacza-na-ochrone-zdrowia/,Manipulacja
114,https://demagog.org.pl/wypowiedzi/ile-wynosza-wplywy-do-budzetu-z-prywatyzacji-od-2016-roku/,Fałsz
115,https://demagog.org.pl/wypowiedzi/jaki-odsetek-pkb-jest-przeznaczany-w-polsce-na-wydatki-socjalne/,Prawda
116,https://demagog.org.pl/wypowiedzi/ile-osob-w-polsce-zarabia-powyzej-10-tysiecy-zlotych/,Nieweryfikowalne
117,https://demagog.org.pl/fake_news/nie-rzad-nie-zatail-co-sie-stalo-z-polskimi-rezerwami-zlota/,Fake news
118,https://demagog.org.pl/wypowiedzi/czy-naklady-inwestycyjne-za-rzadow-pis-procentowo-spadly/,Prawda
119,https://demagog.org.pl/wypowiedzi/czy-ponad-polowa-polakow-nie-zarabia-3-tys-zlotych-netto/,Nieweryfikowalne
120,https://demagog.org.pl/wypowiedzi/ile-wynosi-inflacja-w-polsce-i-czy-jest-najwyzsza-w-europie/,Manipulacja
121,https://demagog.org.pl/wypowiedzi/o-ile-zwiekszyly-sie-dochody-budzetu-panstwa-w-okresie-rzadow-pis/,Prawda
122,https://demagog.org.pl/wypowiedzi/czy-w-ramach-zasobow-wlasnych-ue-otrzyma-mozliwosc-nakladania-nowych-podatkow/,Prawda
123,https://demagog.org.pl/wypowiedzi/czy-decyzja-o-unijnych-zasobach-wlasnych-doprowadzi-do-uwspolnotowienia-dlugu/,Manipulacja
124,https://demagog.org.pl/wypowiedzi/jak-szydlo-i-brudzinski-glosowali-w-sprawie-unijnych-zasobow-wlasnych/,Prawda
125,https://demagog.org.pl/wypowiedzi/jakie-kompetencje-bedzie-mial-komitet-monitorujacy-kpo/,Prawda
126,https://demagog.org.pl/wypowiedzi/o-ile-wzrosl-dlug-publiczny-za-rzadow-pis/,Fałsz
127,https://demagog.org.pl/wypowiedzi/ile-wynosza-zaleglosci-alimentacyjne-w-polsce-i-ile-osob-ich-nie-splaca/,Prawda
128,https://demagog.org.pl/analizy_i_raporty/polityczne-fake-newsy-w-usa-przewodnik-dla-poczatkujacych/,Artykuł
129,https://demagog.org.pl/analizy_i_raporty/usa-miliardy-dolarow-za-fake-newsy/,Artykuł
130,https://demagog.org.pl/wypowiedzi/jaka-kwote-przeznaczono-na-dzialalnosc-podkomisji-smolenskiej/,Nieweryfikowalne
131,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-zarobki-prezesa-narodowego-banku-polskiego/,Prawda
132,https://demagog.org.pl/wypowiedzi/czy-prezes-orlenu-zarabia-dzis-mniej-niz-za-rzadow-platformy-obywatelskiej/,Fałsz
133,https://demagog.org.pl/wypowiedzi/wplyw-reformy-sektora-emerytalnego-na-dlug-publiczny-w-latach-1999-2013/,Fałsz
134,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-dochody-z-podatkow-w-styczniu-2021-roku/,Prawda
135,https://demagog.org.pl/wypowiedzi/czy-zmiany-w-prawie-umozliwily-danielowi-obajtkowi-kariere-w-spolkach-skarbu-panstwa/,Prawda
136,https://demagog.org.pl/wypowiedzi/czy-koalicja-po-psl-podjela-walke-z-oszustwami-przy-podatku-vat/,Fałsz
137,https://demagog.org.pl/wypowiedzi/czy-krajowy-plan-odbudowy-pomija-role-samorzadu-w-dysponowaniu-srodkami-unijnymi/,Prawda
138,https://demagog.org.pl/wypowiedzi/jaki-jest-udzial-skarbu-panstwa-w-strukturze-sektora-bankowego-polski/,Nieweryfikowalne
139,https://demagog.org.pl/wypowiedzi/czy-w-2014-roku-rzad-zabral-pieniedze-z-ofe-do-budzetu-panstwa/,Manipulacja
140,https://demagog.org.pl/wypowiedzi/czy-gdansk-jest-najwiekszym-beneficjentem-funduszu-inwestycji-lokalnych-na-pomorzu/,Prawda
141,https://demagog.org.pl/wypowiedzi/jaka-kwote-wyplacono-poszkodowanym-w-zwiazku-z-upadkiem-skok/,Prawda
142,https://demagog.org.pl/wypowiedzi/czy-w-burundi-jest-wyzsza-kwota-wolna-od-podatku-niz-w-polsce/,Manipulacja
143,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-wplywy-z-podatku-vat-i-dochody-panstwa-od-2015-roku/,Prawda
144,https://demagog.org.pl/wypowiedzi/w-ktorym-panstwie-w-europie-jest-najwyzszy-podatek-vat/,Prawda
145,https://demagog.org.pl/wypowiedzi/czy-pis-nie-poparlo-rozwiazania-jpk-wprowadzonego-przez-rzad-po-psl/,Prawda
146,https://demagog.org.pl/wypowiedzi/czy-pieniadze-z-ofe-nie-podlegaly-dziedziczeniu/,Fałsz
147,https://demagog.org.pl/wypowiedzi/jaka-kwote-przeznaczyly-spolki-skarbu-panstwa-na-reklame-w-2019-roku/,Prawda
148,https://demagog.org.pl/wypowiedzi/o-ile-wzrastaly-wplywy-z-podatku-vat-w-poprzednich-latach/,Manipulacja
149,https://demagog.org.pl/wypowiedzi/jak-wygladaja-wyniki-finansowe-orlenu-za-rzadow-pis-w-porownaniu-z-rzadami-po-psl/,Manipulacja
150,https://demagog.org.pl/wypowiedzi/kto-wprowadzil-kare-25-lat-pozbawienia-za-wyludzenia-vatowskie/,Prawda
151,https://demagog.org.pl/wypowiedzi/czy-zyski-orlenu-za-prezesury-daniela-obajtka-spadaja/,Prawda
152,https://demagog.org.pl/wypowiedzi/jak-zmienilo-sie-zadluzenie-orlenu-na-przestrzeni-ostatnich-lat/,Manipulacja
153,https://demagog.org.pl/wypowiedzi/ile-kosztowaly-akcje-orlenu-na-poczatku-rzadow-pis-a-ile-kosztuja-teraz/,Manipulacja
154,https://demagog.org.pl/wypowiedzi/jaki-jest-rozmiar-szarej-strefy-branzy-paliwowej-w-polsce/,Nieweryfikowalne
155,https://demagog.org.pl/wypowiedzi/ile-warszawa-wydaje-na-ochrone-zdrowia/,Prawda
156,https://demagog.org.pl/wypowiedzi/o-ile-wzrastaly-wplywy-z-poszczegolnych-podatkow-w-latach-2016-2019/,Fałsz
157,https://demagog.org.pl/wypowiedzi/luka-vat-w-polsce-sprawdzamy-dane-nik/,Prawda
158,https://demagog.org.pl/wypowiedzi/o-ile-zwiekszyly-sie-dochody-budzetowe-w-roku-2020-w-stosunku-do-roku-2015/,Prawda
159,https://demagog.org.pl/wypowiedzi/czy-polska-jest-jednym-z-panstw-ue-niskiego-ryzyka-finansow-publicznych/,Prawda
160,https://demagog.org.pl/wypowiedzi/ile-wyniosl-deficyt-budzetu-panstwa-w-roku-2020/,Prawda
161,https://demagog.org.pl/wypowiedzi/jakie-zmiany-stawek-podatkowych-wprowadzono-w-czasie-pandemii-w-polsce-i-ue/,Manipulacja
162,https://demagog.org.pl/wypowiedzi/jakie-sa-konsekwencje-finansowe-wyborow-kopertowych/,Prawda
163,https://demagog.org.pl/wypowiedzi/ile-w-ubieglym-roku-wzrosly-naklady-na-opieke-psychiatryczna-dzieci-i-mlodziezy/,Nieweryfikowalne
164,https://demagog.org.pl/wypowiedzi/jakie-przyczyny-inflacji-wymienia-nbp-w-swoich-raportach-w-2020-roku/,Manipulacja
165,https://demagog.org.pl/wypowiedzi/o-ile-zmniejszyl-sie-dlug-publiczny-w-latach-2015-2019-w-relacji-do-pkb/,Manipulacja
166,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-ceny-uslug-finansowych-swiadczonych-przez-banki/,Prawda
167,https://demagog.org.pl/wypowiedzi/czy-zadne-z-duzych-miast-nie-dostalo-srodkow-z-funduszu-inwestycji-lokalnych/,Fałsz
168,https://demagog.org.pl/wypowiedzi/co-mowi-raport-olaf-w-sprawie-naduzyc-finansowych/,Manipulacja
169,https://demagog.org.pl/wypowiedzi/czy-zadluzenie-zagraniczne-polski-spada/,Manipulacja
170,https://demagog.org.pl/wypowiedzi/jak-wzrastaly-wplywy-do-budzetu-poznania-z-tytulu-podatku-pit-i-cit/,Manipulacja
171,https://demagog.org.pl/wypowiedzi/ktore-miejsce-zajmuje-polska-w-rankingu-konkurencyjnosci-systemow-podatkowych/,Prawda
172,https://demagog.org.pl/wypowiedzi/jakie-bylo-stanowisko-premiera-morawieckiego-wobec-zawetowania-budzetu-ue/,Prawda
173,https://demagog.org.pl/wypowiedzi/ile-pieniedzy-polska-dostala-z-ue-a-ile-wplacila-do-kasy-unijnej/,Prawda
174,https://demagog.org.pl/wypowiedzi/czy-w-2009-i-2010-roku-deficyt-budzetowy-byl-porownywalny-z-tegorocznym/,Fałsz
175,https://demagog.org.pl/wypowiedzi/czy-luka-vat-w-polsce-jest-wyzsza-niz-srednia-unijna/,Fałsz
176,https://demagog.org.pl/wypowiedzi/jak-wysokie-janosikowe-placi-warszawa/,Prawda
177,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-wynagrodzenia-nauczycieli-w-ciagu-ostatnich-dwoch-lat/,Prawda
178,https://demagog.org.pl/wypowiedzi/czy-wynagrodzenia-poslow-ulegly-w-2018-roku-obnizeniu-o-20/,Prawda
179,https://demagog.org.pl/wypowiedzi/o-ile-skurczyla-sie-polska-gospodarka-w-ii-kwartale/,Prawda
180,https://demagog.org.pl/wypowiedzi/o-ile-wzrosl-dlug-skarbu-panstwa-w-czasie-pandemii/,Prawda
181,https://demagog.org.pl/wypowiedzi/ile-wyniosl-skumulowany-deficyt-budzetowy-za-rzadow-pisu/,Prawda
182,https://demagog.org.pl/wypowiedzi/czy-przyjecie-perspektywy-finansowej-wymaga-zgody-ze-strony-pe/,Prawda
183,https://demagog.org.pl/wypowiedzi/czy-ceny-w-polsce-rosna-najszybciej-od-2001-roku/,Prawda
184,https://demagog.org.pl/wypowiedzi/jak-raport-ke-dotyczacy-konwergencji-ocenia-sytuacje-polski/,Prawda
185,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-dochody-podatkowe-w-polsce-w-2019-roku/,Prawda
186,https://demagog.org.pl/wypowiedzi/ile-wyniosl-deficyt-sektora-instytucji-rzadowych-i-samorzadowych-w-polsce-w-2019-roku/,Prawda
187,https://demagog.org.pl/wypowiedzi/o-ile-zmniejszyl-sie-deficyt-budzetowy-w-czerwcu/,Prawda
188,https://demagog.org.pl/wypowiedzi/czy-wydatki-na-kancelarie-prezydenta-i-premiera-wzrosly-za-obecnych-rzadow-dwukrotnie/,Manipulacja
189,https://demagog.org.pl/wypowiedzi/o-ile-wzrosl-czas-ktory-przedsiebiorca-musi-poswiecac-na-rozliczenia-podatkowe/,Prawda
190,https://demagog.org.pl/wypowiedzi/ile-wynosi-limit-wplat-na-kampanie-wyborcza/,Prawda
191,https://demagog.org.pl/wypowiedzi/ile-podatku-placa-ksieza/,Manipulacja
192,https://demagog.org.pl/wypowiedzi/ile-rocznie-wynosila-luka-vatowska-za-rzadow-platformy-obywatelskiej/,Fałsz
193,https://demagog.org.pl/wypowiedzi/czy-wzrost-sredniej-pensji-przez-ostatnie-5-lat-byl-rekordowy/,Fałsz
194,https://demagog.org.pl/wypowiedzi/jak-rosly-koszty-budowy-elektrowni-ostroleka/,Prawda
195,https://demagog.org.pl/wypowiedzi/ile-zaplacimy-za-f-35-dla-polskiej-armii/,Fałsz
196,https://demagog.org.pl/wypowiedzi/ile-srodkow-wydano-z-tarczy-finansowej/,Prawda
197,https://demagog.org.pl/fake_news/nie-polska-nie-zostala-wystawiona-na-sprzedaz-jako-firma-na-gieldzie-w-usa/,Fake News
198,https://demagog.org.pl/wypowiedzi/jaki-jest-wplyw-koronawirusa-na-indeksy-gieldowe/,Fałsz
199,https://demagog.org.pl/wypowiedzi/ile-ludzi-w-polsce-ma-kredyty-hipoteczne/,Prawda
200,https://demagog.org.pl/wypowiedzi/ile-procent-pkb-wynosi-dlug-publiczny-polski/,Prawda
201,https://demagog.org.pl/wypowiedzi/ile-wynosi-srednia-unijna-doplat-bezposrednich-dla-rolnikow/,Prawda
202,https://demagog.org.pl/wypowiedzi/czy-slupsk-na-poczatku-kadencji-roberta-biedronia-byl-piatym-najbardziej-zadluzonym-miastem-polski/,Fałsz
203,https://demagog.org.pl/wypowiedzi/czy-polski-pakiet-pomocowy-jest-najwyzszy-w-europie-srodkowo-wschodniej/,Prawda
204,https://demagog.org.pl/wypowiedzi/jaki-koszt-stanowi-jeden-miesiac-calkowitego-odpuszczenia-skladek-zus/,Prawda
205,https://demagog.org.pl/wypowiedzi/ile-miliardow-euro-dlugu-panstwowego-jest-denominowane-w-walutach-obcych/,Fałsz
206,https://demagog.org.pl/wypowiedzi/marek-zagorski-o-programie-polska-cyfrowa-i-unijnym-wsparciu-dla-walki-z-covid-19/,Manipulacja
207,https://demagog.org.pl/wypowiedzi/czy-unia-europejska-nie-dala-jeszcze-eurocenta-na-walke-z-koronawirsuem/,Manipulacja
208,https://demagog.org.pl/wypowiedzi/ile-pieniedzy-na-walke-z-koronawirusem-przeznaczyly-fundacje-spolek-skarbu-panstwa/,Prawda
209,https://demagog.org.pl/wypowiedzi/ile-kosztuje-organizacja-wyborow-prezydenckich/,Prawda
210,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-placa-minimalna-za-kadencji-andrzeja-dudy/,Prawda
